"","Hectare","Shift","Date","Anonymized.Sighter","Sighter.Observed.Weather.Data","Litter","Litter.Notes","Other.Animal.Sightings","Hectare.Conditions","Hectare.Conditions.Notes","Number.of.sighters","Number.of.Squirrels","Total.Time.of.Sighting","temperature_fahrenheit","temperature_celsius","sunny","rainy","cloudy","windy","drizzly","foggy","humid"
"430","32A","AM",10182018,247,"44º F, Sunny, Breezy","None","","Humans, Hawks, Dogs","Moderate","",1,5,20,44,6.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"431","32A","PM",10132018,258,"","","","","","",1,9,23,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"432","32B","AM",10172018,40,"50º F, clear/sunny","Some","","Humans, Dogs, other Birds","Busy","",1,4,20,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"433","32B","PM",10102018,125,"81º F, Sunny","None","","Humans, Dogs, Chipmunk","Busy","",1,6,35,81,27.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"434","32C","AM",10142018,67,"51º F, Partly Cloudy","Abundant","","Humans, Dogs","Calm","",1,6,22,51,10.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"435","32C","PM",10132018,171,"60º F, partly sunny","None","","Humans, Dogs","Calm","",1,13,25,60,15.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"436","32D","PM",10062018,212,"65º F, cloudy","None","","Humans, Dogs, Small birds","Moderate","",1,9,20,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"437","32E","PM",10172018,125,"61º F, cloudy","Some","","Humans, Dogs","Busy","",1,16,25,61,16.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"438","32E","AM",10072018,154,"70º F, Overcast. Slight mist.","","","Humans, Dogs","Calm","",1,14,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"439","32F","PM",10082018,104,"66º F, cloudy","Some","","Humans, Dogs","Busy","",1,8,30,66,18.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"440","32F","AM",10122018,114,"59º F, partly cloudy, windy","","","Humans, Dogs","Calm","",1,7,18,59,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"441","32G","PM",10132018,222,"56° F, partly cloudy","Some","1 plastic bag","Humans (lots of bikers), Dogs, Small birds","Busy","",1,3,21,56,13.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"442","32G","AM",10102018,264,"73º F","","","Humans, Hawks, Dogs","Calm","",1,2,25,73,22.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"443","32H","PM",10062018,81,"65º F, cloudy","Some","","Humans","Calm","",1,3,30,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"444","32H","AM",10102018,223,"72º F, Overcast","None","","Humans, Dogs, Other Song birds","Moderate","",1,1,22,72,22.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"445","32I","AM",10132018,61,"49º F, light rain","None","","Humans, Dogs","Calm","",1,6,50,49,9.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"446","32I","PM",10072018,183,"81F Partly cloudy. Humid.","None","","Humans, Dogs","Busy","",1,3,NA,81,27.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"447","33A","PM",10182018,244,"Clear Skies, Breezy","Some","","Humans, Dogs, Song birds","Calm","",1,4,26,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"448","33B","PM",10102018,125,"81º F, Sunny","None","","Humans","Busy","",1,12,27,81,27.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"449","33B","AM",10102018,199,"70º F, Nice, overcast","None","","Humans, Dogs","Calm","",1,6,30,70,21.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"450","33C","PM",10072018,81,"78º F, Cloudy","Some","","Humans, Dogs, Birds","Busy","",1,4,20,78,25.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"451","33C","AM",10122018,104,"59º F, mostly cloudy, windy (sunny by 9:30)","None","","Humans, Dogs","Calm","",1,2,25,59,15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"452","33D","PM",10062018,35,"65º F, Overcast Drizzly","None","","Humans","Busy","Active Tennis and use of fields",1,3,30,65,18.3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"453","33D","AM",10172018,40,"51º F, clear, sunny, breezy","None","","Humans","Calm","",1,9,20,51,10.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"454","33E","AM",10142018,10,"50º F, mostly sunny","None","","Humans, Dogs, Birds, Humans playing tennis","Calm","Except the tennis court was loud",1,13,20,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"455","33E","PM",10122018,250,"61º F, sunny, windy","Some","","Humans, Dogs, Sparrows, Woodpecker","Busy","",1,9,21,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"456","33F","PM",10122018,19,"60º F, sunny, clear","None","","Humans, Dogs, Warbler (Internet says magnolia warbler), Unknown grey/brown bird","Calm","",1,6,27,60,15.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"457","33F","AM",10082018,233,"65º F, drizzling","None","","Humans, Dogs, blue jay","Calm","",1,2,25,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"458","33G","PM",10062018,41,"Calm","Some","","","Calm","",1,2,20,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"459","33G","AM",10132018,145,"50º F, light rain","None","","Humans, Dogs, Small birds","Busy","",1,3,22,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"460","33H","AM",10192018,114,"46º F, Sunny, Breezy","","","Humans, Dogs","Calm","",1,2,20,46,7.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"461","33H","PM",10122018,248,"61º F, clear, breezy","Some","","Humans, Hawks, Dogs","Busy","",1,0,25,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"462","33I","PM",10062018,81,"65º F, drizzling","Some","","Humans, Dogs","Calm","",1,9,25,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"463","33I","AM",10082018,233,"66º F, Drizzly","Some","","Humans, Dogs, Rat","Calm","",1,5,30,66,18.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"464","34A","AM",10122018,104,"59º F, windy, sunny","None","","Humans, Dogs, Pigeons, Birds (Assorted)","Calm","",1,3,25,59,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"465","34A","PM",10132018,171,"60º F (?), partly cloudy","None","","Humans, Dogs","Calm","",1,5,21,60,15.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"466","34B","PM",10072018,81,"78º F, Cloudy","Some","","Humans, Dogs","Busy","",1,1,30,78,25.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"467","34C","PM",10122018,77,"61º F, sunny, light breeze","None","","Humans, Dogs","Calm","People on path, not in fields",1,4,23,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"468","34C","AM",10072018,154,"70º F, Overcast","","","","Calm","",1,2,22,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"469","34D","PM",10072018,1,"80º F, Humid. Overcast.","None","","Humans, Dogs","Busy","",1,3,26,80,26.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"470","34E","PM",10062018,212,"65º F, Drizzle","None","","Humans, Dogs, Falcons, Small birds","Calm","",1,2,25,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"471","34E","AM",10182018,247,"45º F, Brisk","None","","","","",1,0,20,45,7.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"472","34F","AM",10072018,10,"70º F, Overcast","None","","Humans, Dogs, Butterflies, Birds with red chest","Calm","",1,1,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"473","34F","PM",10122018,35,"clear blue sky, breezy, getting cold","Some","","Humans, Dogs","Calm","",1,1,30,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"474","34G","PM",10062018,46,"drizzling","Some","","Humans, Dogs, Many Small birds","Calm","",1,2,20,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"475","34G","AM",10182018,60,"","","","","","",1,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"476","34H","PM",10062018,46,"sprinkling","Some","","Humans, Dogs, Children in costume","Calm","",1,7,20,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"477","34H","AM",10072018,237,"76º F, Cloudy","Some","","Humans, Dogs, Pigeons, Robins, Woodpeckers","Busy","",1,1,25,76,24.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"478","34I","PM",10102018,42,"77-80º F","Some","","","Calm","",1,7,47,77,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"479","34I","AM",10122018,114,"59º F, misty, windy","Some","","Humans","Busy","",1,4,20,59,15,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"480","35A","AM",10142018,10,"50º F, mostly sunny","None","","Humans, Dogs, Birds","","Some dogs off leashes next to roads",1,8,22,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"481","35A","PM",10132018,81,"54º F, partly cloudy","None","","Humans, Dogs","Calm","",1,12,20,54,12.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"482","35B","PM",10132018,45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"483","35B","AM",10102018,223,"73º F, Cloud/Overcast, beginning to clear, humid","None","","Humans, Dogs, Sparrows","Calm","",1,4,22,73,22.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"484","35C","AM",10072018,209,"70º F, Overcast","None","","Humans, Dogs","Busy","",1,6,21,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"485","35C","PM",10132018,248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"486","35D","AM",10192018,186,"45º F, Sunny, Windy","None","","Humans, Dogs, Birds, No Pigeons","Busy","Chainsaw in distance, park golf carts zipping around, joggers",1,2,20,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"487","35D","PM",10132018,258,"","","","","","",1,9,23,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"488","35E","PM",10062018,35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"489","35E","AM",10202018,114,"55º F, Overcast, Breezy","Some","","Humans, Hawks, Dogs","Calm","",1,4,21,55,12.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"490","35F","PM",10122018,19,"61º F, sunny, clear","None","","Humans, Hawks, Dogs, Blue jay","Calm","",1,3,27,61,16.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"491","35F","AM",10072018,237,"74º F, Cloudy","Some","","Humans, Dogs","Busy","",1,1,1,74,23.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"492","35G","AM",10072018,10,"70º F, Overcast","Some","","Humans, Dogs, Birds.","Busy","",1,2,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"493","35G","PM",10062018,196,"64 F Cloudy & misty","","","","Moderate","",1,1,20,64,17.8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"494","35H","AM",10132018,61,"49º F, light rain","None","","Humans, Dogs","Calm","",1,2,23,49,9.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"495","35H","PM",10122018,248,"61º F, clear sky, breezy","None","","Humans, Dogs","Busy","",1,0,25,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"496","35I","PM",10062018,41,"68º F, misty, humid","Some","","Humans, Dogs, Field mouse, Chipmunk","Calm","Hilly, rocky terrain",1,2,20,68,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"497","35I","AM",10132018,145,"50º F, light rain","Some","","Humans, Dogs, Small birds","Calm","Calm in hectare, but cars on [road]",1,1,23,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"498","36A","AM",10182018,2,"45º F, Brisk, Clear","None","","Humans, Dogs, Birds, Sparrows","Calm","",1,2,23,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"499","36A","PM",10132018,243,"56º F, mostly sunny, very slight breeze","Some","","Humans, Dogs, Pigeons, Chipmunk (?), Crickets","Busy","Busy (bypassers)",1,9,67,56,13.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"500","36B","AM",10132018,41,"50º F, rainy","Some","","Humans, Dogs, Ducks","Calm","",1,4,23,50,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"501","36B","PM",10132018,81,"54º F, partly cloudy","None","","Humans, Birds (lots of screeching, not sure what kind of birds)","Calm","",1,5,20,54,12.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"502","36C","PM",10132018,45,"56° F, Partly Cloudy","None","","Humans, Dogs, Dogs (on path), Ducks & Geese (in pool)","Calm, Busy","Busy on West Dr",1,6,25,56,13.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"503","36C","AM",10142018,243,"50º F, Calm, Fair, Sunny","None","","Humans, Birds","Calm, Busy","Calm in woods, busy outside with fund walk",1,4,40,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"504","36D","PM",10072018,1,"81º F, Humid. Overcast.","Some","","Humans, Dogs, Turtle, Chipmunks","Calm","",1,2,32,81,27.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"505","36D","AM",10072018,209,"70º F, Overcast","Some","","Humans, Dogs, Chipmunks","Calm","",1,1,34,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"506","36E","AM",10132018,41,"50º F, rainy","","","Humans, Dogs, Chipmunk","Moderate","Lots of runners",1,3,20,50,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"507","36E","PM",10122018,77,"61º F, sunny, light breeze","Some","","Humans, Dogs, Rat","Calm","People on path",1,2,25,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"508","36F","PM",10122018,35,"61º F, no clouds, clear sky, breeze","None","","Humans, Robin","Busy","",1,7,25,61,16.1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"509","36F","AM",10172018,183,"50º F, sunny, clear","None","","Humans, Dogs","Calm","Squeaky toys",1,5,20,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"510","36G","AM",10182018,60,"","","","","","",1,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"511","36G","PM",10122018,250,"61º F, sunny, windy","Some","","Humans, Dogs, Pigeons, Robins","Busy","",1,2,20,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"512","36H","PM",10082018,104,"66º F, foggy, drizzly","None","","Humans, Hawks, Dogs","Busy","",1,2,40,66,18.9,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"513","36H","AM",10102018,264,"72º F, Mostly cloudy, calm","None","","Dogs, lots of Blue jays & Gackels","Calm","",1,2,26,72,22.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"514","36I","AM",10172018,183,"50º F, sunny, clear","Some","","Humans, Dogs, Many song birds: Wrens, Finches, Blue jays, Mourning dove","Calm","Traffic noises nearby",1,8,23,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"515","36I","PM",10072018,183,"81º F, partly cloudy. Humid","None","","Humans, Dogs, Blue jays. Robins, Sparrows","Busy","",1,13,30,81,27.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"516","37A","AM",10122018,248,"59º F, partly cloudy, breeze","","","Morning Dove, Crows","Calm","",1,1,23,59,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"517","37B","AM",10182018,120,"45º F, Clear, Cold","None","","Humans, Dogs, Birds","Calm","",1,6,25,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"518","37B","PM",10132018,128,"55° F, mostly cloudy","","","Dogs","Calm","",1,5,25,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"519","37C","PM",10132018,242,"55° F, Mostly Cloudy, Cool, Breezy","","","Chipmunks (2)","Busy","",1,5,20,55,12.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"520","37C","AM",10122018,248,"59º F, mostly cloudy, windy","Some","Beer party can debris","Humans, Blue Jay, Warbler","Calm","",1,4,24,59,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"521","37D","AM",10182018,2,"45º F, Clear","None","","Humans, Falcon, Chipmunks","Calm","",1,2,31,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"522","37D","PM",10142018,209,"57º F, overcast","Some","","Humans, Chipmunks","Calm","",1,8,26,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"523","37E","PM",10062018,40,"65º F, misty overcast","Some","","Humans, Chipmunks, Lots of little birds","Calm","",1,9,20,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"524","37E","AM",10132018,252,"50º F, light rain","None","","Humans, Dogs, Birds","Calm","",1,5,22,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"525","37F","AM",10102018,120,"Overcast & humid but cool","Some","","Humans, Dogs, Gull, Birds","Busy","",1,1,25,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"526","37F","PM",10142018,243,"59º F, overcast, SW 6 mph","None","","Humans","Busy","",1,3,24,59,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"527","37G","PM",10072018,114,"81º F, p/c. Humid","","","Humans, Dogs","Busy","",1,9,24,81,27.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"528","37H","PM",10062018,34,"65º F, misty, overcast","None","","Humans, Dogs","Calm","Lots of humans walking quietly",1,6,23,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"529","37H","AM",10182018,84,"45º F, Very Sunny, Chilly","","","Humans, Dogs, Mourning doves (sic), Sparrows","Calm","",1,4,27,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"530","37I","AM",10102018,120,"Overcast & humid but cool","None","","Humans, Dogs, Birds, Chipmunks","Calm","",1,5,25,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"531","37I","PM",10062018,172,"~65º F, Misting & Cloudy","None","","Humans, Dogs, Chipmunks (5+)","Calm","",1,2,22,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"532","38A","AM",10192018,186,"45º F, Sunny Windy","None","","Humans, Birds, No Pigeons","Busy","Traffic, lawn mowing in 39A, kids on lawn in 39.",1,5,25,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"533","38A","PM",10132018,210,"55º F, partly cloudly","Some","","Humans, Dogs, Pigeons","Calm","",1,5,23,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"534","38B","AM",10192018,7,"45º F, Sunny, Cold Breeze","None","","Humans, Dogs","","",1,5,25,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"535","38B","PM",10182018,114,"53º F, Sunny, Light Breeze","None","","Humans, Hawks, Dogs","Busy","Lots of school kids",1,2,24,53,11.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"536","38C","AM",10192018,7,"45º F, Sunny, Cold Breeze Wind","None","","Humans, Dogs","Calm","",1,11,25,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"537","38C","PM",10142018,217,"58º F, Cloudy","None","","Humans, Sparrows","Busy","",1,10,25,58,14.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"538","38D","PM",10062018,40,"65º F, Misty, overcast","Some","","Humans, Small birds, Chipmunks","Moderate","",1,4,20,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"539","38D","AM",10172018,135,"50º F, clear, sunny","None","","Humans, Dogs, Migratory birds","Calm","",1,6,32,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"540","38E","AM",10102018,105,"72º F, Bit cloudier","Some","","Chipmunks","Calm","",1,12,20,72,22.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"541","38E","PM",10142018,243,"59º F, overcast, SW 6 mph","None","","Humans, Chippys, Birds","Busy","",1,5,35,59,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"542","38F","AM",10182018,114,"45º F, Clear","Some","","Humans, Dogs","","",1,6,23,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"543","38F","PM",10132018,222,"56º F, partly cloudy","None","","Humans, Small birds, Chipmunks","Calm, Busy","Only small chunk near road was busy, the rest was unoccupied",1,6,22,56,13.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"544","38G","PM",10202018,87,"61º F, Sunny and Clear","None","","Humans","Calm","",1,11,25,61,16.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"545","38G","AM",10182018,114,"45º F, Sunny","","","Humans, Dogs","Busy","",1,0,20,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"546","38H","PM",10122018,64,"61º F, breeze, blue sky","Abundant","","Humans, Birds","Calm","",1,1,30,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"547","38H","AM",10192018,114,"46º F, Sunny","Some","","Humans, Hawks, Dogs","Calm","",1,1,22,46,7.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"548","38I","AM",10192018,37,"45º F, Sunny, Breezy","None","","Humans, So many Birds!","Calm","",1,2,20,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"549","38I","PM",10142018,100,"57º F, overcast","Some","","Humans, Dogs, Rats, Chipmunks","Busy","",1,4,25,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"550","39A","PM",10142018,238,"57º F, overcast","Some","","Humans, Dogs","Busy","",1,3,23,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"551","39A","AM",10132018,252,"50º F, light rain","None","","Humans","Calm","",1,1,20,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"552","42D","AM",10142018,215,"50º F, mostly sunny","Some","","Humans, Dogs, Pigeons","Busy","",1,3,25,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"553","39B","PM",10142018,183,"57º F, Cloudy","None","","Humans, Hawks, Dogs, Chipmunks, Blue jays","Calm, Busy","Calm in woods, busy, music nearby w/ tambourines, chanting, just outside so. edge of hectare",1,6,20,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"554","39B","AM",10182018,262,"45º F, Clear, Brisk","","","Humans, Dogs","Busy","",1,1,26,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"555","39C","AM",10172018,120,"50º F, clear, sunny","None","","Humans, Dogs","Busy","",1,4,30,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"556","39C","PM",10062018,196,"64º F, Cloudy & Misty","","","Hawks, Chipmunk","Moderate","",1,4,20,64,17.8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"557","39D","PM",10122018,22,"61º F, clear sky, windy","Some","","Humans, Chipmunk, Warbler","Calm","",1,4,32,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"558","39D","AM",10082018,224,"67º F, cloudy, drizzling","Some","","Humans","Calm","",1,6,33,67,19.4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"559","39E","PM",10132018,3,"59º F, sunny, slightly cloudy","Abundant","","Humans, Dogs, Birds, Chipmunks","Calm","",1,2,26,59,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"560","39E","AM",10182018,120,"45º F, Clear, Brisk","Some","","Humans, Dogs, Birds","Busy","",1,5,28,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"561","39F","AM",10142018,17,"51º F, mostly sunny","None","","Humans, Dogs, Chipmunks","Calm, Busy","""no woods""",1,5,25,51,10.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"562","39F","PM",10062018,34,"65º F, misty, overcast","None","","Humans, Dogs","Calm","",1,4,21,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"563","39G","AM",10182018,244,"45º F, Windy, Clear Skies","Some","","Humans, Song birds","Calm","",1,2,24,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"564","39H","PM",10132018,236,"55° F, mostly cloudy","None","","Humans, Hawks, Dogs","Busy","",1,3,25,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"565","39H","AM",10072018,259,"","","","Humans, Dogs","Busy","",1,4,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"566","39I","AM",10192018,37,"45º F, Sunny, Breezy","None","","Humans, Hawks, Dogs","Calm","",1,0,25,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"567","40A","PM",10142018,99,"57º F, overcast","","","Humans","","",1,6,NA,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"568","40A","AM",10102018,105,"72º F, Absolute perfection","Some","","Robins?","Moderate","Noise pollution",1,4,25,72,22.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"569","40B","AM",10192018,253,"47º F, Sunny, Breezy","Some","","Humans, Dogs","Calm","",1,9,40,47,8.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"570","40C","AM",10172018,135,"50º F, clear, sunny","None","","Humans, Chipmunk, migratory birds","Calm","",1,7,23,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"571","40D","AM",10132018,40,"50º F, light rain","Abundant","","Humans (a trail runner)","Calm","",1,7,20,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
